32,128
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,316,317,317,317,318,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,301,6,7,7,8,299,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,301,38,39,39,40,299,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,301,38,39,39,40,299,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,301,70,71,71,72,299,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,268,268,268,268,300,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,348,349,349,349,350,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,380,381,381,381,382,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,3,4,4,5,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,301,36,36,36,37,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,333,34,67,68,69,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
300,300,300,300,300,300,300,300,300,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,300,300,300,300,300,300,300,
